,images_list,labels_list,x_min_groundtruth,x_max_groundtruth,y_min_groundtruth,y_max_groundtruth,x_min_predict,x_max_predict,y_min_predict,y_max_predict,x_min_predict_blur,x_max_predict_blur,y_min_predict_blur,y_max_predict_blur
0,CarLongPlate0.jpg,CarLongPlate0.txt,157,243,158,186,156.15975952148438,247.4508056640625,154.62841796875,184.47450256347656,156.2387237548828,248.1731719970703,155.04067993164062,188.158935546875
1,CarLongPlate1.jpg,CarLongPlate1.txt,232,313,125,152,230.7549285888672,316.1575012207031,125.70219421386719,154.04519653320312,231.85592651367188,316.6190185546875,123.03462982177734,155.10089111328125
2,CarLongPlate100.jpg,CarLongPlate100.txt,206,312,168,195,211.616455078125,303.9545593261719,166.37612915039062,192.84909057617188,0.0,0.0,0.0,0.0
3,CarLongPlate101.jpg,CarLongPlate101.txt,114,227,90,120,114.22938537597656,223.12600708007812,88.36737823486328,119.14978790283203,0.0,0.0,0.0,0.0
4,CarLongPlate102.jpg,CarLongPlate102.txt,199,288,156,182,202.35031127929688,287.3602294921875,156.39907836914062,179.42007446289062,0.0,0.0,0.0,0.0
5,CarLongPlate103.jpg,CarLongPlate103.txt,121,226,141,169,116.2055435180664,227.22186279296875,136.7785186767578,170.2495880126953,0.0,0.0,0.0,0.0
6,CarLongPlate104.jpg,CarLongPlate104.txt,276,375,206,240,277.93182373046875,376.69281005859375,207.96571350097656,239.2021942138672,290.9027404785156,378.77728271484375,205.66534423828125,240.0621795654297
7,CarLongPlate106.jpg,CarLongPlate106.txt,209,318,107,140,212.32601928710938,315.3556823730469,107.43377685546875,139.7419891357422,0.0,0.0,0.0,0.0
8,CarLongPlate107.jpg,CarLongPlate107.txt,201,310,137,166,203.14114379882812,303.8088073730469,138.4075164794922,167.9919891357422,0.0,0.0,0.0,0.0
9,CarLongPlate108.jpg,CarLongPlate108.txt,195,292,125,153,198.6876678466797,293.11053466796875,128.5103759765625,156.03933715820312,0.0,0.0,0.0,0.0
10,CarLongPlate110.jpg,CarLongPlate110.txt,211,310,165,191,214.94058227539062,312.49310302734375,165.78817749023438,195.11160278320312,0.0,0.0,0.0,0.0
11,CarLongPlate111.jpg,CarLongPlate111.txt,205,297,154,184,206.89686584472656,297.6845397949219,155.09585571289062,180.9061737060547,204.32009887695312,300.59063720703125,154.30479431152344,184.1053466796875
12,CarLongPlate112.jpg,CarLongPlate112.txt,142,239,178,203,143.28111267089844,236.76824951171875,178.02325439453125,204.05538940429688,0.0,0.0,0.0,0.0
13,CarLongPlate113.jpg,CarLongPlate113.txt,147,253,82,110,149.02120971679688,252.94419860839844,78.2739486694336,109.90258026123047,0.0,0.0,0.0,0.0
14,CarLongPlate114.jpg,CarLongPlate114.txt,312,376,124,148,314.4901123046875,374.55816650390625,123.08470916748047,148.3212127685547,311.61029052734375,378.07867431640625,122.70835876464844,148.92189025878906
15,CarLongPlate115.jpg,CarLongPlate115.txt,240,346,216,245,242.71206665039062,348.66229248046875,219.39056396484375,249.66830444335938,241.4025421142578,352.2426452636719,214.7050323486328,250.8013458251953
16,CarLongPlate116.jpg,CarLongPlate116.txt,232,338,201,234,233.5259246826172,333.2281188964844,206.2046661376953,235.6594696044922,229.9573516845703,336.846435546875,201.0529327392578,237.0179901123047
17,CarLongPlate117.jpg,CarLongPlate117.txt,226,335,226,262,228.30567932128906,335.7316589355469,229.42007446289062,261.21417236328125,223.21514892578125,340.18121337890625,223.82176208496094,265.0364685058594
18,CarLongPlate118.jpg,CarLongPlate118.txt,218,322,211,243,220.24681091308594,320.55224609375,217.007080078125,244.6904754638672,218.0586700439453,327.0785217285156,211.70094299316406,246.68821716308594
19,CarLongPlate12.jpg,CarLongPlate12.txt,189,294,86,108,187.614013671875,289.25653076171875,83.47831726074219,113.94914245605469,0.0,0.0,0.0,0.0
20,CarLongPlate120.jpg,CarLongPlate120.txt,225,323,191,216,226.16409301757812,320.99420166015625,190.17205810546875,219.65892028808594,0.0,0.0,0.0,0.0
21,CarLongPlate121.jpg,CarLongPlate121.txt,197,305,243,277,194.97711181640625,304.9608154296875,243.05104064941406,278.47833251953125,0.0,0.0,0.0,0.0
22,CarLongPlate122.jpg,CarLongPlate122.txt,188,292,227,258,188.6429901123047,292.30230712890625,228.3851318359375,259.6874084472656,192.39450073242188,296.6791076660156,223.7123565673828,260.7720947265625
23,CarLongPlate123.jpg,CarLongPlate123.txt,164,276,124,155,167.97398376464844,275.7358093261719,122.35774993896484,153.0681915283203,165.75389099121094,279.3024597167969,122.19942474365234,157.8073272705078
24,CarLongPlate124.jpg,CarLongPlate124.txt,265,343,212,235,266.53289794921875,343.97967529296875,212.4876708984375,234.5181427001953,0.0,0.0,0.0,0.0
25,CarLongPlate125.jpg,CarLongPlate125.txt,230,334,201,227,232.37826538085938,336.8966979980469,198.16908264160156,228.62286376953125,228.22195434570312,338.57073974609375,196.65518188476562,230.90040588378906
26,CarLongPlate126.jpg,CarLongPlate126.txt,223,322,183,217,223.9044952392578,321.5167541503906,186.22682189941406,214.0793914794922,0.0,0.0,0.0,0.0
27,CarLongPlate127.jpg,CarLongPlate127.txt,278,360,244,263,281.4032287597656,361.1033630371094,244.34060668945312,265.1894836425781,279.0849609375,362.9401550292969,242.95462036132812,266.1521911621094
28,CarLongPlate129.jpg,CarLongPlate129.txt,256,360,200,230,262.4019470214844,363.0032653808594,200.43612670898438,229.94976806640625,267.75604248046875,364.877197265625,199.07566833496094,232.41468811035156
29,CarLongPlate130.jpg,CarLongPlate130.txt,251,344,190,216,250.45101928710938,345.410400390625,189.7607421875,217.46066284179688,249.22018432617188,348.8953857421875,187.8193359375,217.8004913330078
30,CarLongPlate131.jpg,CarLongPlate131.txt,246,359,241,274,250.3512725830078,357.297607421875,242.33273315429688,274.48187255859375,0.0,0.0,0.0,0.0
31,CarLongPlate132.jpg,CarLongPlate132.txt,239,341,227,258,238.13504028320312,342.3015441894531,228.515869140625,259.84130859375,236.2650909423828,344.68988037109375,224.34046936035156,259.77593994140625
32,CarLongPlate133.jpg,CarLongPlate133.txt,203,305,59,141,198.72821044921875,306.4725341796875,62.515419006347656,141.7996368408203,0.0,0.0,0.0,0.0
33,CarLongPlate134.jpg,CarLongPlate134.txt,121,241,80,113,122.71232604980469,239.13983154296875,78.1222152709961,111.64949798583984,120.00553131103516,240.9700469970703,75.93519592285156,117.28191375732422
34,CarLongPlate138.jpg,CarLongPlate138.txt,136,248,94,124,135.89999389648438,241.9121551513672,96.0083236694336,126.54191589355469,0.0,0.0,0.0,0.0
35,CarLongPlate139.jpg,CarLongPlate139.txt,257,335,219,246,257.8286437988281,336.93304443359375,223.22341918945312,247.14215087890625,0.0,0.0,0.0,0.0
36,CarLongPlate14.jpg,CarLongPlate14.txt,299,371,218,240,295.92913818359375,370.09625244140625,217.73577880859375,237.48912048339844,0.0,0.0,0.0,0.0
37,CarLongPlate140.jpg,CarLongPlate140.txt,187,297,114,150,191.6789093017578,297.9681701660156,113.5971908569336,147.98562622070312,0.0,0.0,0.0,0.0
38,CarLongPlate142.jpg,CarLongPlate142.txt,190,299,86,115,194.1517791748047,296.7140197753906,84.27507781982422,115.9734878540039,0.0,0.0,0.0,0.0
39,CarLongPlate143.jpg,CarLongPlate143.txt,297,379,215,239,298.169921875,376.70025634765625,217.19607543945312,241.7458038330078,0.0,0.0,0.0,0.0
40,CarLongPlate144.jpg,CarLongPlate144.txt,173,292,136,172,179.11312866210938,290.9834289550781,137.1080780029297,172.42564392089844,184.7084197998047,296.5096130371094,133.71035766601562,175.17372131347656
41,CarLongPlate145.jpg,CarLongPlate145.txt,291,373,256,278,291.1794128417969,372.98333740234375,256.8527526855469,279.41741943359375,289.109619140625,374.59552001953125,253.75547790527344,279.6930236816406
42,CarLongPlate146.jpg,CarLongPlate146.txt,309,385,254,272,309.37176513671875,388.6122131347656,252.25669860839844,275.251708984375,309.4440612792969,387.54534912109375,252.9360809326172,274.03717041015625
43,CarLongPlate147.jpg,CarLongPlate147.txt,191,305,135,172,190.0439910888672,304.4371643066406,133.6640625,170.00868225097656,0.0,0.0,0.0,0.0
44,CarLongPlate148.jpg,CarLongPlate148.txt,300,382,253,280,299.0806884765625,384.8363952636719,254.89036560058594,280.7278137207031,0.0,0.0,0.0,0.0
45,CarLongPlate149.jpg,CarLongPlate149.txt,197,305,82,115,198.73550415039062,301.80035400390625,78.16464233398438,114.1844253540039,195.01504516601562,304.8586120605469,77.9104995727539,120.33841705322266
46,CarLongPlate15.jpg,CarLongPlate15.txt,312,383,226,245,313.6441650390625,386.5850830078125,225.78170776367188,245.95529174804688,312.7591552734375,385.89434814453125,225.2276153564453,246.7963409423828
47,CarLongPlate150.jpg,CarLongPlate150.txt,154,264,102,133,158.68368530273438,264.900390625,103.35946655273438,135.0799560546875,0.0,0.0,0.0,0.0
48,CarLongPlate151.jpg,CarLongPlate151.txt,273,354,230,253,273.29656982421875,352.4018249511719,229.67030334472656,253.63388061523438,272.7638244628906,356.1012878417969,228.09109497070312,255.22952270507812
49,CarLongPlate152.jpg,CarLongPlate152.txt,147,253,125,159,146.72055053710938,255.5923614501953,128.24380493164062,159.78277587890625,142.9197235107422,255.9581756591797,123.09696197509766,162.52789306640625
50,CarLongPlate153.jpg,CarLongPlate153.txt,267,344,244,271,264.464599609375,345.8997802734375,247.4745635986328,270.9593811035156,263.9163818359375,348.0272521972656,242.3849334716797,271.50640869140625
51,CarLongPlate154.jpg,CarLongPlate154.txt,145,277,190,222,147.54518127441406,272.23760986328125,186.96163940429688,222.6721954345703,0.0,0.0,0.0,0.0
52,CarLongPlate155.jpg,CarLongPlate155.txt,181,293,115,145,184.70419311523438,290.80859375,112.35502624511719,142.03384399414062,0.0,0.0,0.0,0.0
53,CarLongPlate157.jpg,CarLongPlate157.txt,301,381,254,278,301.2514343261719,381.65234375,256.8086242675781,279.5780029296875,0.0,0.0,0.0,0.0
54,CarLongPlate158.jpg,CarLongPlate158.txt,115,229,103,146,116.84186553955078,228.3530731201172,108.40618896484375,140.18771362304688,305.3487243652344,353.37860107421875,74.22550964355469,108.29302215576172
55,CarLongPlate16.jpg,CarLongPlate16.txt,169,283,149,182,171.7764434814453,284.2572937011719,148.99122619628906,183.7504425048828,169.02297973632812,286.9139404296875,146.72802734375,187.32363891601562
56,CarLongPlate160.jpg,CarLongPlate160.txt,143,256,148,178,147.47177124023438,256.8109130859375,147.1870574951172,178.0264129638672,148.82302856445312,256.8111877441406,144.405517578125,181.28428649902344
57,CarLongPlate161.jpg,CarLongPlate161.txt,264,350,258,287,264.1298522949219,347.0171203613281,260.9233703613281,285.2621765136719,0.0,0.0,0.0,0.0
