file_name,ocr_text
CarLongPlate0.jpg,51G10096
CarLongPlate1.jpg,51G10096
CarLongPlate100.jpg,51F32488
CarLongPlate101.jpg,30N4616
CarLongPlate102.jpg,51F32488
CarLongPlate103.jpg,
CarLongPlate104.jpg,51G49539
CarLongPlate106.jpg,51A01204
CarLongPlate107.jpg,51F20754
CarLongPlate108.jpg,51F20754
CarLongPlate110.jpg,51F31118
CarLongPlate111.jpg,51F31118
CarLongPlate112.jpg,51A65474
CarLongPlate113.jpg,48A02866
CarLongPlate114.jpg,51F06532
CarLongPlate115.jpg,50LD04411
CarLongPlate116.jpg,50LD04411
CarLongPlate117.jpg,50LD04411
CarLongPlate118.jpg,50LD04411
CarLongPlate12.jpg,60A35981
CarLongPlate120.jpg,51A85325
CarLongPlate121.jpg,51F06532
CarLongPlate122.jpg,51F06532
CarLongPlate123.jpg,50LD04411
CarLongPlate124.jpg,48A02866
CarLongPlate125.jpg,51A72078
CarLongPlate126.jpg,51A72078
CarLongPlate127.jpg,50LDD4411
CarLongPlate129.jpg,51A77529
CarLongPlate130.jpg,51A77529
CarLongPlate131.jpg,51G29034
CarLongPlate132.jpg,51G29034
CarLongPlate133.jpg,68C1-37520
CarLongPlate134.jpg,51G25181
CarLongPlate138.jpg,51G21670
CarLongPlate139.jpg,51G21670
CarLongPlate14.jpg,60A35981
CarLongPlate140.jpg,51F59881
CarLongPlate142.jpg,51A01204
CarLongPlate143.jpg,51A01204
CarLongPlate144.jpg,51G39466
CarLongPlate145.jpg,51G39466
CarLongPlate146.jpg,51G49539
CarLongPlate147.jpg,51F07973
CarLongPlate148.jpg,51F07973
CarLongPlate149.jpg,51F61712
CarLongPlate15.jpg,60A35981
CarLongPlate150.jpg,51G42971
CarLongPlate151.jpg,51G42971
CarLongPlate152.jpg,51G37307
CarLongPlate153.jpg,51G37307
CarLongPlate154.jpg,51F52170
CarLongPlate155.jpg,51F63034
CarLongPlate157.jpg,51G49539
CarLongPlate158.jpg,52Y6490
CarLongPlate16.jpg,51F59011
CarLongPlate160.jpg,60A20880
CarLongPlate161.jpg,60A20880
CarLongPlate162.jpg,51F06609
CarLongPlate163.jpg,51A89714
CarLongPlate165.jpg,51A89714
CarLongPlate166.jpg,51G22237
CarLongPlate167.jpg,51G22237
CarLongPlate168.jpg,43A18650
CarLongPlate169.jpg,60A03868
CarLongPlate17.jpg,51F59011
CarLongPlate170.jpg,51A72110
CarLongPlate171.jpg,51A72110
CarLongPlate172.jpg,141-51A96
CarLongPlate173.jpg,51A96141
CarLongPlate174.jpg,51F44614
CarLongPlate175.jpg,51F44614
CarLongPlate176.jpg,51G37675
CarLongPlate177.jpg,51F24403
CarLongPlate178.jpg,51G43630
CarLongPlate18.jpg,51F04275
CarLongPlate180.jpg,51G43630
CarLongPlate181.jpg,50Z1630
CarLongPlate182.jpg,51A45974
CarLongPlate183.jpg,51G51332
CarLongPlate187.jpg,51F59011
CarLongPlate188.jpg,51F59011
CarLongPlate189.jpg,52P5688
CarLongPlate19.jpg,51F32488
CarLongPlate192.jpg,51A90905
CarLongPlate193.jpg,51G00672
CarLongPlate194.jpg,51G00672
CarLongPlate195.jpg,51F06948
CarLongPlate196.jpg,51F57493
CarLongPlate198.jpg,51G31691
CarLongPlate199.jpg,51G10096
CarLongPlate2.jpg,52Y6490
CarLongPlate200.jpg,51A02923
CarLongPlate201.jpg,51F73420
CarLongPlate202.jpg,51A02923
CarLongPlate203.jpg,51F74776
CarLongPlate204.jpg,51G31691
CarLongPlate205.jpg,51A16598
CarLongPlate206.jpg,48A05177
CarLongPlate207.jpg,48A05177
CarLongPlate208.jpg,51G49539
CarLongPlate209.jpg,51G01177
CarLongPlate21.jpg,51G44313
CarLongPlate210.jpg,51G01177
CarLongPlate211.jpg,51F31118
CarLongPlate212.jpg,47A06546
CarLongPlate213.jpg,51F31118
CarLongPlate215.jpg,51G37307
CarLongPlate216.jpg,51G50553
CarLongPlate217.jpg,51G50553
CarLongPlate218.jpg,50LD04411
CarLongPlate219.jpg,51G47340
CarLongPlate22.jpg,51G44313
CarLongPlate220.jpg,51G47340
CarLongPlate221.jpg,51G51292
CarLongPlate222.jpg,51F73029
CarLongPlate224.jpg,47A06546
CarLongPlate225.jpg,60A39951
CarLongPlate226.jpg,51F06532
CarLongPlate227.jpg,51A72078
CarLongPlate228.jpg,51A72078
CarLongPlate229.jpg,51A77529
CarLongPlate231.jpg,62A05772
CarLongPlate234.jpg,60A21418
CarLongPlate238.jpg,51F22029
CarLongPlate239.jpg,51A72078
CarLongPlate24.jpg,6141-51A9
CarLongPlate240.jpg,51A05227
CarLongPlate243.jpg,71F59881
CarLongPlate245.jpg,51A01204
CarLongPlate246.jpg,51F89357
CarLongPlate247.jpg,51G39466
CarLongPlate249.jpg,51G39466
CarLongPlate250.jpg,51F07973
CarLongPlate251.jpg,51F07973
CarLongPlate252.jpg,51F61712
CarLongPlate253.jpg,51F61712
CarLongPlate254.jpg,51G42971
CarLongPlate255.jpg,51G42971
CarLongPlate256.jpg,51G37307
CarLongPlate257.jpg,51A64826
CarLongPlate258.jpg,51G37307
CarLongPlate259.jpg,51F63034
CarLongPlate26.jpg,51F15585
CarLongPlate260.jpg,51F63034
CarLongPlate262.jpg,51A69172
CarLongPlate263.jpg,52Y6490
CarLongPlate266.jpg,51F16159
CarLongPlate268.jpg,51A64826
CarLongPlate269.jpg,51F06609
CarLongPlate27.jpg,51F59881
CarLongPlate270.jpg,51A89714
CarLongPlate272.jpg,51A89714
CarLongPlate273.jpg,51A89714
CarLongPlate274.jpg,51G22237
CarLongPlate275.jpg,51G22237
CarLongPlate276.jpg,60A03868
CarLongPlate277.jpg,60A03868
CarLongPlate278.jpg,51F24403
CarLongPlate279.jpg,51F86988
CarLongPlate280.jpg,51G31691
CarLongPlate281.jpg,51G31691
CarLongPlate282.jpg,51G43630
CarLongPlate283.jpg,50Z1630
CarLongPlate284.jpg,50Z1630
CarLongPlate285.jpg,51A45974
CarLongPlate286.jpg,51A45974
CarLongPlate287.jpg,51G51332
CarLongPlate288.jpg,51G51332
CarLongPlate289.jpg,51G51332
CarLongPlate29.jpg,50LD04411
CarLongPlate290.jpg,51F86988
CarLongPlate291.jpg,51G51332
CarLongPlate292.jpg,51F22261
CarLongPlate293.jpg,1F22261
CarLongPlate295.jpg,60A35981
CarLongPlate296.jpg,51F59011
CarLongPlate297.jpg,51F59011
CarLongPlate298.jpg,52P5688
CarLongPlate3.jpg,51G31691
CarLongPlate30.jpg,5D0LD04411
CarLongPlate301.jpg,52Y6490
CarLongPlate302.jpg,51F04275
CarLongPlate303.jpg,51F07568
CarLongPlate304.jpg,51F07568
CarLongPlate305.jpg,51G00672
CarLongPlate307.jpg,51A77529
CarLongPlate308.jpg,51A77529
CarLongPlate309.jpg,51F57493
CarLongPlate31.jpg,50LD04411
CarLongPlate310.jpg,1F57493
CarLongPlate313.jpg,51G31691
CarLongPlate314.jpg,51A02923
CarLongPlate315.jpg,51F74776
CarLongPlate317.jpg,51G31691
CarLongPlate318.jpg,51G31691
CarLongPlate319.jpg,51F07973
CarLongPlate32.jpg,50LDD4411
CarLongPlate320.jpg,51A16598
CarLongPlate321.jpg,51A16598
CarLongPlate322.jpg,51G49539
CarLongPlate324.jpg,51G49539
CarLongPlate325.jpg,60M-8965
CarLongPlate326.jpg,51F20754
CarLongPlate327.jpg,51F20754
CarLongPlate329.jpg,51F31118
CarLongPlate33.jpg,51F82606
CarLongPlate330.jpg,50LD04411
CarLongPlate331.jpg,50LD04411
CarLongPlate332.jpg,51A85325
CarLongPlate333.jpg,51A85325
CarLongPlate334.jpg,51G51936
CarLongPlate335.jpg,
CarLongPlate336.jpg,51G10096
CarLongPlate337.jpg,51G10096
CarLongPlate338.jpg,51F82606
CarLongPlate339.jpg,51F82606
CarLongPlate34.jpg,51F82606
CarLongPlate340.jpg,51G51292
CarLongPlate341.jpg,51G51292
CarLongPlate342.jpg,51F73029
CarLongPlate344.jpg,60A39951
CarLongPlate345.jpg,60A39951
CarLongPlate347.jpg,51F06532
CarLongPlate349.jpg,51A72078
CarLongPlate35.jpg,51F79512
CarLongPlate351.jpg,51A77529
CarLongPlate352.jpg,62A05772
CarLongPlate353.jpg,62A05772
CarLongPlate354.jpg,51G51008
CarLongPlate355.jpg,51F22029
CarLongPlate356.jpg,51F22029
CarLongPlate357.jpg,1G49524
CarLongPlate358.jpg,51F61712
CarLongPlate36.jpg,51F06532
CarLongPlate360.jpg,51A05227
CarLongPlate361.jpg,51F59881
CarLongPlate362.jpg,51F59881
CarLongPlate363.jpg,51A01204
CarLongPlate364.jpg,51A01204
CarLongPlate365.jpg,51F07973
CarLongPlate369.jpg,51F88270
CarLongPlate37.jpg,51A72078
CarLongPlate370.jpg,51F86988
CarLongPlate372.jpg,61A22959
CarLongPlate373.jpg,51G10209
CarLongPlate374.jpg,141-51A96
CarLongPlate376.jpg,51F24403
CarLongPlate378.jpg,51F15585
CarLongPlate38.jpg,51A72078
CarLongPlate380.jpg,51F15585
CarLongPlate381.jpg,51F22261
CarLongPlate382.jpg,30V3993
CarLongPlate383.jpg,51F59011
CarLongPlate385.jpg,51G21797
CarLongPlate386.jpg,62A05516
CarLongPlate387.jpg,86A06844
CarLongPlate388.jpg,86A06844
CarLongPlate389.jpg,51F24476
CarLongPlate39.jpg,51A77529
CarLongPlate390.jpg,51F79512
CarLongPlate391.jpg,56N7186
CarLongPlate392.jpg,51F20754
CarLongPlate394.jpg,51A72444
CarLongPlate395.jpg,51F31118
CarLongPlate396.jpg,50LD04411
CarLongPlate397.jpg,51A85325
CarLongPlate398.jpg,51A85325
CarLongPlate399.jpg,51F64619
CarLongPlate4.jpg,51G31691
CarLongPlate40.jpg,51G29034
CarLongPlate400.jpg,51G47281
CarLongPlate402.jpg,51G21748
CarLongPlate403.jpg,51G34471
CarLongPlate404.jpg,51G37307
CarLongPlate406.jpg,51A72078
CarLongPlate407.jpg,51A77529
CarLongPlate408.jpg,51F88270
CarLongPlate409.jpg,51F88270
CarLongPlate410.jpg,51F88270
CarLongPlate411.jpg,51F88270
CarLongPlate412.jpg,51F68784
CarLongPlate413.jpg,51F88270
CarLongPlate414.jpg,51F88270
CarLongPlate415.jpg,51F22029
CarLongPlate416.jpg,51F22029
CarLongPlate417.jpg,51A05227
CarLongPlate419.jpg,51G21670
CarLongPlate42.jpg,51A05227
CarLongPlate420.jpg,51G21670
CarLongPlate421.jpg,59U1-50906
CarLongPlate422.jpg,51F59881
CarLongPlate423.jpg,51F68784
