,file_name,x_min_predict,x_max_predict,y_min_predict,y_max_predict
0,CarLongPlate0.jpg,156.15975952148438,247.4508056640625,154.62841796875,184.47450256347656
1,CarLongPlate1.jpg,230.7549285888672,316.1575012207031,125.70219421386719,154.04519653320312
2,CarLongPlate100.jpg,211.616455078125,303.9545593261719,166.37612915039062,192.84912109375
3,CarLongPlate101.jpg,114.22936248779297,223.1260223388672,88.36738586425781,119.14978790283203
4,CarLongPlate102.jpg,202.35031127929688,287.3602294921875,156.39907836914062,179.42007446289062
5,CarLongPlate103.jpg,116.2055435180664,227.22186279296875,136.7785186767578,170.2495880126953
6,CarLongPlate104.jpg,277.93182373046875,376.69281005859375,207.96571350097656,239.2021942138672
7,CarLongPlate106.jpg,212.32601928710938,315.3556823730469,107.43377685546875,139.7419891357422
8,CarLongPlate107.jpg,203.14114379882812,303.8088073730469,138.4075164794922,167.9919891357422
9,CarLongPlate108.jpg,198.68765258789062,293.1105651855469,128.5103759765625,156.03933715820312
10,CarLongPlate110.jpg,214.94058227539062,312.49310302734375,165.78817749023438,195.11160278320312
11,CarLongPlate111.jpg,206.89688110351562,297.68450927734375,155.09585571289062,180.9061737060547
12,CarLongPlate112.jpg,143.28111267089844,236.76824951171875,178.02325439453125,204.05538940429688
13,CarLongPlate113.jpg,149.02117919921875,252.94422912597656,78.2739486694336,109.90258026123047
14,CarLongPlate114.jpg,314.4901123046875,374.55816650390625,123.08470916748047,148.3212127685547
15,CarLongPlate115.jpg,242.71206665039062,348.66229248046875,219.39056396484375,249.66830444335938
16,CarLongPlate116.jpg,233.5259246826172,333.2281188964844,206.2046661376953,235.6594696044922
17,CarLongPlate117.jpg,228.30567932128906,335.7316589355469,229.42007446289062,261.21417236328125
18,CarLongPlate118.jpg,220.24684143066406,320.55224609375,217.007080078125,244.6904754638672
19,CarLongPlate12.jpg,187.614013671875,289.25653076171875,83.47831726074219,113.94914245605469
20,CarLongPlate120.jpg,226.16409301757812,320.99420166015625,190.17205810546875,219.65892028808594
21,CarLongPlate121.jpg,194.97711181640625,304.9608154296875,243.05104064941406,278.47833251953125
22,CarLongPlate122.jpg,188.6429901123047,292.30230712890625,228.3851318359375,259.6874084472656
23,CarLongPlate123.jpg,167.97398376464844,275.7358093261719,122.35774993896484,153.0681915283203
24,CarLongPlate124.jpg,266.53289794921875,343.97967529296875,212.4876708984375,234.5181427001953
25,CarLongPlate125.jpg,232.37826538085938,336.8966979980469,198.16908264160156,228.62286376953125
26,CarLongPlate126.jpg,223.9044952392578,321.5167541503906,186.22682189941406,214.0793914794922
